*****RestoreLuaState
**Restoring ref list
Reading key:TASK_FormationFleeState, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7779
+Added m_refs[7779]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnSuccess, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7780
+Added m_refs[7780]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnFailure, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7781
+Added m_refs[7781]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7782
+Added m_refs[7782]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7783
+Added m_refs[7783]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7784
+Added m_refs[7784]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7785
+Added m_refs[7785]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7786
+Added m_refs[7786]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7787
+Added m_refs[7787]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnSuccess, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7788
+Added m_refs[7788]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnFailure, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7789
+Added m_refs[7789]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7790
+Added m_refs[7790]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7791
+Added m_refs[7791]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnSuccess, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7792
+Added m_refs[7792]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnFailure, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7793
+Added m_refs[7793]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7794
+Added m_refs[7794]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7795
+Added m_refs[7795]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7796
+Added m_refs[7796]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7797
+Added m_refs[7797]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7798
+Added m_refs[7798]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7799
+Added m_refs[7799]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnSuccess, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7800
+Added m_refs[7800]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnFailure, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7801
+Added m_refs[7801]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7802
+Added m_refs[7802]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7803
+Added m_refs[7803]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnSuccess, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7804
+Added m_refs[7804]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnFailure, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7805
+Added m_refs[7805]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7806
+Added m_refs[7806]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7807
+Added m_refs[7807]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7808
+Added m_refs[7808]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7809
+Added m_refs[7809]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7810
+Added m_refs[7810]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7811
+Added m_refs[7811]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnSuccess, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7812
+Added m_refs[7812]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnFailure, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7813
+Added m_refs[7813]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7814
+Added m_refs[7814]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7815
+Added m_refs[7815]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnSuccess, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7816
+Added m_refs[7816]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnFailure, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7817
+Added m_refs[7817]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7818
+Added m_refs[7818]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7819
+Added m_refs[7819]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7820
+Added m_refs[7820]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7821
+Added m_refs[7821]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7822
+Added m_refs[7822]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7823
+Added m_refs[7823]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnSuccess, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7824
+Added m_refs[7824]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnFailure, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7825
+Added m_refs[7825]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7826
+Added m_refs[7826]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7827
+Added m_refs[7827]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnSuccess, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7828
+Added m_refs[7828]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnFailure, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7829
+Added m_refs[7829]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7830
+Added m_refs[7830]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7831
+Added m_refs[7831]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7832
+Added m_refs[7832]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7833
+Added m_refs[7833]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7834
+Added m_refs[7834]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7835
+Added m_refs[7835]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnSuccess, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7836
+Added m_refs[7836]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnFailure, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7837
+Added m_refs[7837]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7838
+Added m_refs[7838]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7839
+Added m_refs[7839]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnSuccess, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7840
+Added m_refs[7840]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnFailure, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7841
+Added m_refs[7841]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7842
+Added m_refs[7842]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7843
+Added m_refs[7843]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7844
+Added m_refs[7844]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7845
+Added m_refs[7845]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7846
+Added m_refs[7846]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7847
+Added m_refs[7847]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnSuccess, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7848
+Added m_refs[7848]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnFailure, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7849
+Added m_refs[7849]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7850
+Added m_refs[7850]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7851
+Added m_refs[7851]
Reading key:__scargfunc, resolveRef:0
Reading value:Defend_OnSuccess, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7852
+Added m_refs[7852]
Reading key:__scargfunc, resolveRef:0
